Año,Mes,Día,Maxima T,Minima T,Promedio T,AVERAGE de Wind speed,MAX de Hi speed,AVERAGE de Bar  ,AVERAGE de Rain rate,MAX de UV  index,AVERAGE de Solar rad,,,,,,,,,,,,,,,,,,
2019,2,9,"22,3","9,1","16,36875","7,0","29,0","908,9833333","0,0","8,6","281,8958333",,,,,,,,,,,,,,,,,,
2019,2,10,"16,1","9,1","13,89791667","8,7","43,5","905,18125","0,1","2,5","64,8125",,,,,,,,,,,,,,,,,,
2019,2,11,"20,1",2,"11,73333333","6,6","40,2","918,6479167","0,0","8,2","291,3333333",,,,,,,,,,,,,,,,,,
2019,2,12,"25,3","10,3","17,19583333","8,5","45,1","916,8791667","0,0",9,"283,2708333",,,,,,,,,,,,,,,,,,
2019,2,13,"26,6","7,7","17,50625","4,3","25,7","911,3875","0,0","9,3","280,0833333",,,,,,,,,,,,,,,,,,
2019,2,14,"28,9","12,2","19,53958333","3,0","20,9","911,6375","0,0","9,6","277,1041667",,,,,,,,,,,,,,,,,,
2019,2,15,"35,3","11,6","21,88125","2,2","24,1","908,8895833","0,0","10,2","273,1875",,,,,,,,,,,,,,,,,,
2019,2,16,"30,7",13,"21,05416667","4,0","24,1","907,11875","0,0","9,4","265,5416667",,,,,,,,,,,,,,,,,,
2019,2,17,"30,2","13,8","20,50833333","5,9","24,1","906,09375","0,0","9,4","271,3958333",,,,,,,,,,,,,,,,,,
2019,2,18,"19,4","14,3","16,675","7,3","35,4","906,4916667","0,0",9,"162,5625",,,,,,,,,,,,,,,,,,
2019,2,19,"21,7","15,4","17,77083333","6,7","30,6","906,4958333","0,0","8,9","276,2708333",,,,,,,,,,,,,,,,,,
2019,2,20,"20,4","14,3","17,08541667","8,7","41,8","905,05625","0,0","8,9","259,4375",,,,,,,,,,,,,,,,,,
2019,2,21,"19,5","14,6","17,07708333","5,8","37,0","907,20625","0,0","4,1","114,8958333",,,,,,,,,,,,,,,,,,
2019,2,22,"18,8","12,8","15,50416667","3,4","32,2","911,6458333","0,3","6,4","113,1875",,,,,,,,,,,,,,,,,,
2019,2,23,"16,6",9,"12,79375","5,9","30,6","910,2895833","0,0","8,1","257,0416667",,,,,,,,,,,,,,,,,,
2019,2,24,"15,1","4,7","11,08541667","6,1","29,0","912,075","0,0","7,9","262,0625",,,,,,,,,,,,,,,,,,
2019,2,25,"20,2","1,1","10,67708333","3,0","22,5","915,5541667","0,0","7,8","257,9166667",,,,,,,,,,,,,,,,,,
2019,2,26,"24,7",5,"14,19791667","2,6","24,1","913,9708333","0,0","7,7","255,2083333",,,,,,,,,,,,,,,,,,
2019,2,27,"26,9","6,6","15,92083333","1,8","17,7","912,4875","0,0","7,8","234,2916667",,,,,,,,,,,,,,,,,,
2019,2,28,"24,3","8,7","16,28125","4,6","43,5","907,88125","0,0","7,5","184,4166667",,,,,,,,,,,,,,,,,,
2019,3,1,"17,0","12,9","14,78541667","8,7","51,5","909,10625","0,0","7,8","219,1875",,,,,,,,,,,,,,,,,,
2019,3,2,"21,6","6,3","14,08958333","4,1","29,0","911,8979167","0,0","7,4","222,4791667",,,,,,,,,,,,,,,,,,
2019,3,3,"16,7","10,1","13,7875","6,6","32,2","908,05625","0,0","7,3","209,4375",,,,,,,,,,,,,,,,,,
2019,3,4,"13,7","9,9","11,5875","10,2","41,8","909,3604167","0,0","6,5","209,3541667",,,,,,,,,,,,,,,,,,
2019,3,5,"16,8","8,5","12,32916667","8,2","35,4","913,31875","0,0","6,5","196,4375",,,,,,,,,,,,,,,,,,
2019,3,6,"15,0","12,3","13,36041667","8,5","53,1","903,7625","0,6","2,3","45,20833333",,,,,,,,,,,,,,,,,,
2019,3,7,"14,4","9,4","12,18333333","7,0","32,2","909,79375","0,0","5,7","161,4583333",,,,,,,,,,,,,,,,,,
2019,3,8,"21,1","2,9","12,75625","7,6","41,8","920,3645833","0,0",7,"214,5",,,,,,,,,,,,,,,,,,
2019,3,9,"24,0","11,3","18,125","9,9","38,6","918,3875","0,0","7,2","222,4791667",,,,,,,,,,,,,,,,,,
2019,3,10,"26,9","14,8","19,36666667","8,3","43,5","912,2","0,0","7,2","213,1875",,,,,,,,,,,,,,,,,,
2019,3,11,"24,9","8,3","16,40208333","1,0","16,1","909,29375","0,0","7,2","210,5833333",,,,,,,,,,,,,,,,,,
2019,3,12,"25,6","12,5","18,15","4,2","19,3","909,5041667","0,0","6,8","211,4166667",,,,,,,,,,,,,,,,,,
2019,3,13,"23,1","10,5","15,76666667","6,6","29,0","908,6229167","0,0","6,5","212,3125",,,,,,,,,,,,,,,,,,
2019,3,14,"19,6","6,6","12,42916667","2,3","20,9","912,8645833","0,0","6,3","207,3541667",,,,,,,,,,,,,,,,,,
2019,3,15,"16,9","6,6","11,47083333","2,1","19,3","915,80625","0,0","5,1","115,3333333",,,,,,,,,,,,,,,,,,
2019,3,16,"22,3","4,2","12,38541667","3,5","32,2","914,8083333","0,0","6,7","202,6041667",,,,,,,,,,,,,,,,,,
2019,3,17,"16,8","9,6","12,98125","6,2","37,0","909,6208333","0,0","5,8","110,75",,,,,,,,,,,,,,,,,,
2019,3,18,"12,7","7,7","10,39791667","9,3","37,0","913,5958333","0,0","5,6","174,75",,,,,,,,,,,,,,,,,,
2019,3,19,"15,9","4,1","9,425","3,8","25,7","921,3895833","0,0","5,4","190,6458333",,,,,,,,,,,,,,,,,,
2019,3,20,"20,9","0,9","10,49375","3,7","32,2","917,5708333","0,0","5,5","199,8541667",,,,,,,,,,,,,,,,,,
2019,3,21,"17,2",10,"12,96041667","5,0","32,2","912,2333333","0,0",6,"138,125",,,,,,,,,,,,,,,,,,
2019,3,22,"19,6","12,2","14,95208333","4,9","25,7","912,59375","0,0","5,7","171,0833333",,,,,,,,,,,,,,,,,,
2019,3,23,"18,9","11,9","15,19791667","7,2","29,0","912,5625","0,0","5,7","188,0416667",,,,,,,,,,,,,,,,,,
2019,3,24,"22,3","3,1","11,95208333","2,3","25,7","916,80625","0,0","5,2","177,5208333",,,,,,,,,,,,,,,,,,
2019,3,25,"22,8","5,6","14,03541667","4,3","29,0","916,125","0,0","5,2","182,9375",,,,,,,,,,,,,,,,,,
2019,3,26,"22,1","9,3","16,32291667","9,1","41,8","915,6208333","0,0","4,9","177,7083333",,,,,,,,,,,,,,,,,,
2019,3,27,"21,6","11,7","15,8125","7,7","37,0","911,7145833","0,0","4,7","173,1666667",,,,,,,,,,,,,,,,,,
2019,3,28,"23,4","5,7","13,44375","1,6","20,9","912,60625","0,0","4,6","172,2708333",,,,,,,,,,,,,,,,,,
2019,3,29,"21,4","9,4","13,84375","6,3","29,0","911,2166667","0,0",5,"174,0416667",,,,,,,,,,,,,,,,,,
2019,3,30,"26,5","7,1","13,94791667","2,1","17,7","911,3625","0,0","4,7","170,9375",,,,,,,,,,,,,,,,,,
2019,3,31,"22,3","5,6","13,1375","1,9","29,0","912,66875","0,0","3,3",128,,,,,,,,,,,,,,,,,,
2019,4,1,"23,6","10,5","15,3375","6,6","29,0","911,3270833","0,0",5,"165,7916667",,,,,,,,,,,,,,,,,,
2019,4,2,"22,4","12,8","16,2875","4,1","24,1","912,33125","0,0","4,9","161,8958333",,,,,,,,,,,,,,,,,,
2019,4,3,"17,4","5,3","9,989583333","4,8","33,8","906,7770833","0,8","4,7","103,6041667",,,,,,,,,,,,,,,,,,
2019,4,4,"13,3","8,1","10,3","7,4","32,2","914,2833333","0,0","4,1","164,3958333",,,,,,,,,,,,,,,,,,
2019,4,5,"18,4","4,9","10,45208333","4,7","25,7","917,58125","0,0","4,4","159,0625",,,,,,,,,,,,,,,,,,
2019,4,6,"21,3","9,1","13,95208333","6,5","25,7","915,1041667","0,0","4,5","150,2291667",,,,,,,,,,,,,,,,,,
2019,4,7,"21,4","5,9","12,40416667","1,1","12,9","913,5791667","0,0","4,9","158,25",,,,,,,,,,,,,,,,,,
2019,4,8,"22,7","5,7","12,95208333","2,6","22,5","910,975","0,0","4,7","155,8541667",,,,,,,,,,,,,,,,,,
2019,4,9,"18,6","8,9","13,66666667","4,5","22,5","912,41875","0,0","4,5",152,,,,,,,,,,,,,,,,,,
2019,4,10,"19,9","6,6","12,05625","2,5","22,5","917,41875","0,0","4,2","151,4166667",,,,,,,,,,,,,,,,,,
2019,4,11,"17,9","3,1","10,08333333","0,7","12,9","914,3729167","0,0","4,1","149,9166667",,,,,,,,,,,,,,,,,,
2019,4,12,"17,1","5,7","10,4375","4,5","40,2","906,8020833","0,2","3,9","114,1875",,,,,,,,,,,,,,,,,,
2019,4,13,"11,4","7,5","9,454166667","9,8","37,0","907,6145833","0,1","2,8","76,02083333",,,,,,,,,,,,,,,,,,
2019,4,14,"11,3","6,9","9,660416667","8,9","38,6","913,9854167","0,0","3,1","141,4166667",,,,,,,,,,,,,,,,,,
2019,4,15,"13,9","3,6","7,791666667","2,0","14,5","918,1708333","0,0","3,6","137,875",,,,,,,,,,,,,,,,,,
2019,4,16,"17,9","5,1","10,29166667","8,3","51,5","911,0916667","0,0","3,9","133,3333333",,,,,,,,,,,,,,,,,,
2019,4,17,"17,2","11,2","13,68958333","3,7","20,9","909,2166667","0,2","3,2","74,14583333",,,,,,,,,,,,,,,,,,
2019,4,18,"17,7","8,7","12,0625","4,6","19,3","908,8520833","0,0","3,4","124,2916667",,,,,,,,,,,,,,,,,,
2019,4,19,"16,9","6,8","11,28541667","5,3","19,3","911,3270833","0,0","3,5","134,2291667",,,,,,,,,,,,,,,,,,
2019,4,20,"17,0","1,7","9,225","2,7","22,5","914,8770833","0,0","3,4","132,5208333",,,,,,,,,,,,,,,,,,
2019,4,21,"14,6","3,6","8,679166667","1,3","14,5","915,0666667","0,0","3,3","125,9166667",,,,,,,,,,,,,,,,,,
2019,4,22,"16,8","3,5","9,475","2,5","19,3","913,66875","0,0","3,1","124,3958333",,,,,,,,,,,,,,,,,,
2019,4,23,"19,4","1,1","10,52708333","4,9","32,2","915,2145833","0,0","3,1","119,9166667",,,,,,,,,,,,,,,,,,
2019,4,24,"16,9","12,1","14,06458333","7,9","33,8","915,31875","0,0","1,6","42,77083333",,,,,,,,,,,,,,,,,,
2019,4,25,"13,4","9,9","11,84375","4,3","30,6","916,11875","0,1","1,2","32,22916667",,,,,,,,,,,,,,,,,,
2019,4,26,"16,1","8,2","11,5625","1,5","17,7","915,4458333","0,0",3,"107,1458333",,,,,,,,,,,,,,,,,,
2019,4,27,"15,9","11,7","13,44375","6,2","33,8","908,9479167","0,0","3,2","95,04166667",,,,,,,,,,,,,,,,,,
2019,4,28,"15,1","10,8","12,98125","7,2","37,0","908,2958333","0,0","3,5","72,375",,,,,,,,,,,,,,,,,,
2019,4,29,"10,8","6,5","9,183333333","9,9","43,5","915,51875","0,0","2,8","118,3333333",,,,,,,,,,,,,,,,,,
2019,4,30,"12,4","3,6","7,38125","6,6","27,4","917,0020833","0,0","2,2","98,70833333",,,,,,,,,,,,,,,,,,
2019,5,1,"13,0","7,8","10,33125","7,8","38,6","905,7666667","0,1","1,2","22,54166667",,,,,,,,,,,,,,,,,,
2019,5,2,"14,1","10,1","12,77222222","5,1","37,0","898,4305556","1,1","1,2","40,69444444",,,,,,,,,,,,,,,,,,
2019,5,3,"11,4","5,8","8,8875","0,7","16,1","904,0104167","0,5","1,1","28,47916667",,,,,,,,,,,,,,,,,,
2019,5,4,"11,8","8,6","10,13541667","3,1","30,6","906,2916667","1,4","1,3","44,58333333",,,,,,,,,,,,,,,,,,
2019,5,5,"14,3","6,8","10,46041667","2,0","16,1","916,0875","0,0",2,"74,70833333",,,,,,,,,,,,,,,,,,
2019,5,6,"15,7","4,5","9,216666667","2,5","37,0","915,8166667","0,0",2,"94,6875",,,,,,,,,,,,,,,,,,
2019,5,7,"13,2","4,6","7,46875","1,0","16,1","914,8479167","0,0","2,3","70,08333333",,,,,,,,,,,,,,,,,,
2019,5,8,"13,3","2,8","8,283333333","3,7","24,1","912,8229167","0,0","1,7","62,79166667",,,,,,,,,,,,,,,,,,
2019,5,9,"11,3","8,3","9,43125","5,6","27,4","912,34375","0,0","2,2","107,75",,,,,,,,,,,,,,,,,,
2019,5,10,"11,8","7,4","9,56875","5,4","30,6","915,3333333","0,0","2,3","101,4375",,,,,,,,,,,,,,,,,,
2019,5,11,"14,3","9,4","11,66458333","5,9","30,6","912,94375","0,0","2,6","72,875",,,,,,,,,,,,,,,,,,
2019,5,12,"15,1","9,9","13,01666667","8,2","40,2","911,8270833","0,0","0,8","35,10416667",,,,,,,,,,,,,,,,,,
2019,5,13,"15,6","2,6","7,804166667","2,8","20,9","922,6083333","0,0",2,"83,47916667",,,,,,,,,,,,,,,,,,
2019,5,14,"13,7","1,2","6,31875","1,3","12,9","919,2708333","0,0","2,1","95,52083333",,,,,,,,,,,,,,,,,,
2019,5,15,"15,6","0,4","6,75625","2,3","16,1","915,7333333","0,0","2,1",83,,,,,,,,,,,,,,,,,,
2019,5,16,"14,6","3,8","7,995833333","3,1","35,4","908,0375","0,2","1,8","67,77083333",,,,,,,,,,,,,,,,,,
2019,5,17,"11,1",6,"8,722916667","8,2","41,8","907,3416667","0,5","1,9","63,58333333",,,,,,,,,,,,,,,,,,
2019,5,18,"8,7","5,9","7,075","5,8","37,0","918,0895833","0,0","1,5","50,27083333",,,,,,,,,,,,,,,,,,
2019,5,19,"9,2","4,5","7,191666667","2,9","19,3","916,21875","0,0","1,4","63,6875",,,,,,,,,,,,,,,,,,
2019,5,20,"8,1","2,7","5,027083333","2,2","25,7","922,9666667","0,0","0,8","32,9375",,,,,,,,,,,,,,,,,,
2019,5,21,"10,3","0,2","3,95625","1,4","16,1","926,8916667","0,0","1,7","81,64583333",,,,,,,,,,,,,,,,,,
2019,5,22,"7,7","-1,4","2,939583333","1,6","19,3","922,0020833","0,0","1,7","77,95833333",,,,,,,,,,,,,,,,,,
2019,5,23,"12,1","0,3","6,075","3,8","19,3","917,5604167","0,0","1,9","89,72916667",,,,,,,,,,,,,,,,,,
2019,5,24,"12,6","3,8","7,777083333","5,4","20,9","911,2375","0,0","1,8","83,97916667",,,,,,,,,,,,,,,,,,
2019,5,25,"13,3","5,1","8,610416667","2,6","19,3","907,2583333","0,0","1,6","50,16666667",,,,,,,,,,,,,,,,,,
2019,5,26,"11,5","7,3","9,391666667","2,9","27,4","910,7270833","0,0","1,3","31,29166667",,,,,,,,,,,,,,,,,,
2019,5,27,"10,7","7,3","8,45","6,3","37,0","909,1","0,0","1,5","74,5",,,,,,,,,,,,,,,,,,
2019,5,28,"8,1","1,7","5,8375","3,7","27,4","913,5833333","0,5","1,5","64,35416667",,,,,,,,,,,,,,,,,,
2019,5,29,"6,0","0,7","3,295833333","8,3","33,8","912,9229167","0,4","0,3","14,66666667",,,,,,,,,,,,,,,,,,
2019,5,30,"5,3",2,"3,097916667","8,8","37,0","911,75","2,2","1,3","40,39583333",,,,,,,,,,,,,,,,,,
2019,5,31,"6,8","2,2","4,179166667","2,8","17,7","908,3520833","1,2","0,8","25,125",,,,,,,,,,,,,,,,,,
2019,6,1,"9,9","4,1","7,5","3,9","27,4","909,9458333","1,0","0,7","28,3125",,,,,,,,,,,,,,,,,,
2019,6,2,"11,5","5,1","7,920833333","2,5","20,9","915,86875","1,0","1,5","71,60416667",,,,,,,,,,,,,,,,,,
2019,6,3,"10,1","6,2","7,8875","1,2","16,1","914,2166667","7,1","1,2","36,39583333",,,,,,,,,,,,,,,,,,
2019,6,4,"11,2","6,1","8,677083333","2,3","22,5","906,0145833","1,4","0,8","24,22916667",,,,,,,,,,,,,,,,,,
2019,6,5,"9,4","4,9","7,239583333","2,4","35,4","905,41875","1,3",1,"37,95833333",,,,,,,,,,,,,,,,,,
2019,6,6,"6,4","2,6","4,766666667","5,0","38,6","909,3833333","2,2","0,6","24,5625",,,,,,,,,,,,,,,,,,
2019,6,7,"8,9","4,7","6,497916667","8,8","51,5","916,3375","1,1","0,8","21,22916667",,,,,,,,,,,,,,,,,,
2019,6,8,"11,5","6,6","9,602083333","10,3","40,2","910,8333333","0,0","1,4","37,25",,,,,,,,,,,,,,,,,,
2019,6,9,"10,8",5,"8,264583333","8,4","33,8","907,0125","0,3","0,7","26,58333333",,,,,,,,,,,,,,,,,,
2019,6,10,"7,7","-0,6","4,89375","4,7","24,1","915,3666667","34,3","1,5","70,25",,,,,,,,,,,,,,,,,,
2019,6,11,"4,9","-1,4","1,570833333","1,1","12,9","911,4333333","0,0","1,1","49,22916667",,,,,,,,,,,,,,,,,,
2019,6,12,"6,6","3,3","4,760416667","4,5","32,2","908,4041667","0,5",0,"13,29166667",,,,,,,,,,,,,,,,,,
2019,6,13,"6,6","2,6","4,483333333","2,6","30,6","912,2916667","0,2","0,9","33,83333333",,,,,,,,,,,,,,,,,,
2019,6,14,"5,2","-0,3","2,304166667","2,0","20,9","919,925","0,0",1,"43,5",,,,,,,,,,,,,,,,,,
2019,6,15,"8,9","-1,8","3,6","6,2","29,0","927,3416667","0,0","0,9","28,33333333",,,,,,,,,,,,,,,,,,
2019,6,16,"7,7","5,2","6,339583333","12,9","40,2","925,7604167","0,0","0,8","31,1875",,,,,,,,,,,,,,,,,,
2019,6,17,"8,7","5,3","6,872916667","7,6","41,8","917,4854167","0,2","0,9","44,9375",,,,,,,,,,,,,,,,,,
2019,6,18,"8,0","4,8","6,577083333","10,6","54,7","917,79375","0,0",1,"32,47916667",,,,,,,,,,,,,,,,,,
2019,6,19,"9,1",3,"6,36875","3,9","33,8","917,7520833","0,0","1,6","60,35416667",,,,,,,,,,,,,,,,,,
2019,6,20,"9,3","1,4","4,410416667","1,9","16,1","911,1895833","0,0","1,2","46,20833333",,,,,,,,,,,,,,,,,,
2019,6,21,"10,8","6,9","8,691666667","5,1","29,0","913,5208333","0,1","1,2","57,47916667",,,,,,,,,,,,,,,,,,
2019,6,22,"11,4","7,2","8,89375","1,4","14,5",914,"0,2","0,9","45,0625",,,,,,,,,,,,,,,,,,
2019,6,23,"8,7","5,2","7,53125","3,4","27,4","909,3875","1,5","0,8","31,625",,,,,,,,,,,,,,,,,,
2019,6,24,"8,1","1,1","3,96875","8,7","33,8","906,7875","0,4","1,2","58,0625",,,,,,,,,,,,,,,,,,
2019,6,25,"5,9","1,9","4,120833333","13,0","48,3","911,5416667","0,1","0,9","33,45833333",,,,,,,,,,,,,,,,,,
2019,6,26,"9,9","0,2","3,822916667","2,9","35,4","898,7979167","2,0","1,2","42,5625",,,,,,,,,,,,,,,,,,
2019,6,27,"7,3","2,7","4,31875","0,9","33,8","898,34375","0,5","0,9","35,47916667",,,,,,,,,,,,,,,,,,
2019,6,28,"6,4","3,8","4,7","1,2","12,9","907,88125","0,0","0,9","31,0625",,,,,,,,,,,,,,,,,,
2019,6,29,"7,1","2,6","4,460416667","2,5","22,5","912,2","0,0","1,2","59,6875",,,,,,,,,,,,,,,,,,
2019,6,30,"6,4","1,7","3,15","3,1","20,9","920,4291667","0,0","1,2","63,91666667",,,,,,,,,,,,,,,,,,
2019,7,1,"6,6","1,3","3,4953125","11,6","56,3","915,040625","0,0","1,4","48,421875",,,,,,,,,,,,,,,,,,
2019,7,2,"6,6","3,6","5,045833333","12,0","48,3","910,0645833","0,0","1,3","59,8125",,,,,,,,,,,,,,,,,,
2019,7,3,"7,6","3,6","5,472916667","6,0","30,6","912,0666667","0,0","0,7","27,29166667",,,,,,,,,,,,,,,,,,
2019,7,4,"6,6","-0,3","3,485416667","2,6","17,7","920,975","0,0","1,3","71,95833333",,,,,,,,,,,,,,,,,,
2019,7,5,"6,3","-1,3","1,589583333","0,6","8,0","925,28125","0,0","1,3","68,25",,,,,,,,,,,,,,,,,,
2019,7,6,"14,0","-0,2","5,18125","5,9","33,8","919,83125","0,0","1,4","58,4375",,,,,,,,,,,,,,,,,,
2019,7,7,"10,3","2,6","6,495833333","2,6","14,5","912,8","0,0","1,4","56,875",,,,,,,,,,,,,,,,,,
2019,7,8,"10,7","1,9","6,15625","1,7","19,3","912,26875","0,1","1,2","37,70833333",,,,,,,,,,,,,,,,,,
2019,7,9,"10,0","5,1","7,341666667","0,7","11,3","914,55","0,2","1,2","63,77083333",,,,,,,,,,,,,,,,,,
2019,7,10,"7,3","2,9","5,227083333","1,7","16,1","913,0270833","0,4","0,6","27,60416667",,,,,,,,,,,,,,,,,,
2019,7,11,"7,6","2,7","5,2125","1,8","16,1","913,9541667","0,0","1,2","49,60416667",,,,,,,,,,,,,,,,,,
2019,7,12,"8,9","2,9","5,320833333","1,1","19,3","914,40625","0,0","1,4","73,8125",,,,,,,,,,,,,,,,,,
2019,7,13,"7,8","2,8","5,270833333","3,8","32,2","912,3416667","0,2","1,2","47,66666667",,,,,,,,,,,,,,,,,,
2019,7,14,"7,0","1,8","5,089583333","8,1","45,1","913,9708333","0,9","1,6","51,79166667",,,,,,,,,,,,,,,,,,
2019,7,15,"7,6","2,6","4,627083333","5,1","24,1","919,8979167","0,0","1,8","62,75",,,,,,,,,,,,,,,,,,
2019,7,16,"11,6","2,4","6,322916667","7,3","29,0","912,3125","0,0","1,3","50,6875",,,,,,,,,,,,,,,,,,
2019,7,17,"10,8",4,"7,122916667","5,8","37,0","907,7083333","1,7","1,1","23,54166667",,,,,,,,,,,,,,,,,,
2019,7,18,"7,1","3,8","5,61875","6,2","32,2","918,775","0,0","1,3","65,70833333",,,,,,,,,,,,,,,,,,
2019,7,19,"6,7",1,"3,529166667","4,9","33,8","910,0041667","1,5",0,"5,208333333",,,,,,,,,,,,,,,,,,
2019,7,20,"1,8","0,1","0,4","0,2","6,4","899,0354167","0,9",0,"0,9583333333",,,,,,,,,,,,,,,,,,
2019,7,21,"2,6","0,1","1,477083333","2,0","16,1","903,2083333","2,0",0,"20,97916667",,,,,,,,,,,,,,,,,,
2019,7,22,"4,6","0,5","2,366666667","3,7","20,9","920,4958333","0,9","1,8","76,8125",,,,,,,,,,,,,,,,,,
2019,7,23,"3,9","-0,7","0,9875","3,5","19,3","926,2395833","0,1","1,7","87,02083333",,,,,,,,,,,,,,,,,,
2019,7,24,"4,6","-1,2","0,9125","2,9","19,3","925,99375","0,0","2,2","74,47916667",,,,,,,,,,,,,,,,,,
2019,7,25,"7,9","-1,9","2,904166667","4,0","40,2","921,3041667","0,0","1,8","81,375",,,,,,,,,,,,,,,,,,
2019,7,26,"7,6","0,5","4,514583333","2,2","16,1","923,7354167","0,0",2,"80,1875",,,,,,,,,,,,,,,,,,
2019,7,27,"8,4","-1,8","2,0625","3,6","27,4","920,5083333","0,0",2,"80,91666667",,,,,,,,,,,,,,,,,,
2019,7,28,"7,1","0,7","4,014583333","2,1","22,5","911,5916667","0,2",1,"38,8125",,,,,,,,,,,,,,,,,,
2019,7,29,"10,2","4,7","7,360416667","5,6","38,6","911,30625","0,7","1,3","59,4375",,,,,,,,,,,,,,,,,,
2019,7,30,"8,1","4,7","6,0125","0,9","38,6","909,5729167","2,5",0,"7,0625",,,,,,,,,,,,,,,,,,
2019,7,31,"5,9","2,8","4,058333333","3,9","29,0",909,"1,0",1,"44,5",,,,,,,,,,,,,,,,,,
2019,8,1,"7,0","4,1","5,554166667","11,8","40,2","920,26875","0,0","1,9","100,7291667",,,,,,,,,,,,,,,,,,
2019,8,2,"6,9","1,4","4,4125","4,1","35,4","928,2354167","0,0","1,6","70,58333333",,,,,,,,,,,,,,,,,,
2019,8,3,"9,9","1,3","4,5","4,9","24,1","923,1229167","0,0","2,2","96,95833333",,,,,,,,,,,,,,,,,,
2019,8,4,"9,2","-1,1","3,520833333","2,6","17,7","915,0333333","0,0","2,4","107,2083333",,,,,,,,,,,,,,,,,,
2019,8,5,"11,8","-0,6","4,822916667","4,2","33,8","908,2125","0,7","2,7","95,58333333",,,,,,,,,,,,,,,,,,
2019,8,6,"6,1","2,7","4,572916667","7,6","40,2","914,5041667","0,7","2,2","119,1041667",,,,,,,,,,,,,,,,,,
2019,8,7,"7,7","2,7","4,6875","5,9","32,2","924,25","0,0",2,"119,7916667",,,,,,,,,,,,,,,,,,
2019,8,8,"9,4","-2,7","2,129166667","2,4","16,1","926,8854167","0,0","2,2","111,5",,,,,,,,,,,,,,,,,,
2019,8,9,"9,3","-1,6","3,791666667","7,0","29,0","921,7958333","0,0","2,4","113,2916667",,,,,,,,,,,,,,,,,,
2019,8,10,"7,3","3,8","5,445833333","6,8","35,4","913,95","0,1","1,8","64,29166667",,,,,,,,,,,,,,,,,,
2019,8,11,"5,2","2,9","3,977083333","3,4","19,3","912,68125","0,6","1,5","56,45833333",,,,,,,,,,,,,,,,,,
2019,8,12,"7,8",1,"4,177083333","3,9","19,3","926,125","0,0","2,4","109,5833333",,,,,,,,,,,,,,,,,,
2019,8,13,"5,7","-1,4","2,508333333","8,2","35,4","926,5645833","0,0","2,1","39,77083333",,,,,,,,,,,,,,,,,,
2019,8,14,"8,8","2,3","4,879166667","4,1","22,5","916,0291667","0,0","2,3","88,66666667",,,,,,,,,,,,,,,,,,
2019,8,15,"12,0","-0,3","4,602083333","2,9","20,9","914,3354167","0,0","2,4","119,3541667",,,,,,,,,,,,,,,,,,
2019,8,16,"8,4",5,"6,7375","2,6","14,5","910,9291667","0,4","1,3","48,60416667",,,,,,,,,,,,,,,,,,
2019,8,17,"6,6","3,7","5,16875","1,4","16,1","913,9416667","0,7",1,"26,4375",,,,,,,,,,,,,,,,,,
2019,8,18,"4,4","2,2","3,004166667","12,2","43,5","924,4770833","0,0","1,3","45,9375",,,,,,,,,,,,,,,,,,
2019,8,19,"5,2","1,3","3,466666667","7,3","33,8","921,6583333","0,0","1,6","50,5625",,,,,,,,,,,,,,,,,,
2019,8,20,"4,8","3,3","3,9375","11,5","38,6","919,7458333","0,2",1,"20,9375",,,,,,,,,,,,,,,,,,
2019,8,21,"9,6","2,8","5,570833333","2,7","22,5","918,26875","0,1","2,2","69,4375",,,,,,,,,,,,,,,,,,
2019,8,22,"13,8","2,2","7,014583333","5,2","25,7","922,5791667","0,0","2,6","107,9166667",,,,,,,,,,,,,,,,,,
2019,8,23,"13,8","4,1","7,7625","2,6","20,9","914,8833333","0,0","3,1","90,64583333",,,,,,,,,,,,,,,,,,
2019,8,24,"12,2","4,6","7,391666667","3,4","35,4","914,025","0,4","2,2","73,91666667",,,,,,,,,,,,,,,,,,
2019,8,25,"8,7","3,7","5,81875","2,6","17,7","914,21875","0,2","1,9","66,9375",,,,,,,,,,,,,,,,,,
2019,8,26,"8,9","3,9","6,76875","4,4","30,6","914,3395833","0,4","1,4","43,35416667",,,,,,,,,,,,,,,,,,
2019,8,27,"9,7","1,7","5,25625","1,7","16,1","911,69375","1,0","1,8","40,35416667",,,,,,,,,,,,,,,,,,
2019,8,28,"9,4","2,7","6,379166667","5,1","33,8","905,1020833","2,3","1,3","21,6875",,,,,,,,,,,,,,,,,,
2019,8,29,"7,4","4,4","5,885416667","14,1","53,1","913,4479167","0,0",3,"102,5625",,,,,,,,,,,,,,,,,,
2019,8,30,"8,7","4,4","6,302083333","6,8","25,7","919,60625","0,0","3,4","124,9375",,,,,,,,,,,,,,,,,,
2019,8,31,"10,4","3,6","6,314583333","6,3","25,7","921,9916667","0,0","3,8","148,9791667",,,,,,,,,,,,,,,,,,
2019,9,1,"11,9","-2,1","3,564583333","4,4","29,0","920,5791667","0,0","4,2","153,2083333",,,,,,,,,,,,,,,,,,
2019,9,2,"7,8","-0,8","3,595833333","5,1","37,0","923,5416667","0,0","4,1","154,1041667",,,,,,,,,,,,,,,,,,
2019,9,3,"11,1","-3,7","3,770833333","6,4","35,4","921,2166667","0,0","4,6","155,4583333",,,,,,,,,,,,,,,,,,
2019,9,4,"7,0","1,3","3,479166667","16,8","56,3","922,0645833","0,0","2,7","77,0625",,,,,,,,,,,,,,,,,,
