Año,Mes,Día,Max_T,Min_T,Av_Temp,Hi_speed,Bar  ,Rain,Rain_rate,UV_index,Solar_rad
2019,4,26,"16,10","8,20","11,56","17,70","915,45","0,00","0,00","3,00","107,15"
2019,4,27,"15,90","11,70","13,44","33,80","908,95","0,00","0,00","3,20","95,04"
2019,4,28,"15,10","10,80","12,98","37,00","908,30","0,20","0,00","3,50","72,38"
2019,4,29,"10,80","6,50","9,18","43,50","915,52","0,00","0,00","2,80","118,33"
2019,4,30,"12,40","3,60","7,38","27,40","917,00","0,00","0,00","2,20","98,71"
2019,5,1,"13,00","7,80","10,33","38,60","905,77","1,40","0,08","1,20","22,54"
2019,5,2,"14,10","10,10","12,77","37,00","898,43","2,80","1,07","1,20","40,69"
2019,5,3,"11,40","5,80","8,89","16,10","904,01","6,80","0,48","1,10","28,48"
2019,5,4,"11,80","8,60","10,14","30,60","906,29","14,60","1,36","1,30","44,58"
2019,5,5,"14,30","6,80","10,46","16,10","916,09","0,00","0,00","2,00","74,71"
2019,5,6,"15,70","4,50","9,22","37,00","915,82","0,20","0,00","2,00","94,69"
2019,5,7,"13,20","4,60","7,47","16,10","914,85","0,00","0,00","2,30","70,08"
2019,5,8,"13,30","2,80","8,28","24,10","912,82","0,00","0,00","1,70","62,79"
2019,5,9,"11,30","8,30","9,43","27,40","912,34","0,00","0,00","2,20","107,75"
2019,5,10,"11,80","7,40","9,57","30,60","915,33","0,00","0,00","2,30","101,44"
2019,5,11,"14,30","9,40","11,66","30,60","912,94","0,00","0,00","2,60","72,88"
2019,5,12,"15,10","9,90","13,02","40,20","911,83","0,00","0,00","0,80","35,10"
2019,5,13,"15,60","2,60","7,80","20,90","922,61","0,00","0,00","2,00","83,48"
2019,5,14,"13,70","1,20","6,32","12,90","919,27","0,00","0,00","2,10","95,52"
2019,5,15,"15,60","0,40","6,76","16,10","915,73","0,00","0,00","2,10","83,00"
2019,5,16,"14,60","3,80","8,00","35,40","908,04","1,20","0,20","1,80","67,77"
2019,5,17,"11,10","6,00","8,72","41,80","907,34","7,60","0,51","1,90","63,58"
2019,5,18,"8,70","5,90","7,08","37,00","918,09","0,00","0,00","1,50","50,27"
2019,5,19,"9,20","4,50","7,19","19,30","916,22","0,00","0,00","1,40","63,69"
2019,5,20,"8,10","2,70","5,03","25,70","922,97","0,00","0,00","0,80","32,94"
2019,5,21,"10,30","0,20","3,96","16,10","926,89","0,00","0,00","1,70","81,65"
2019,5,22,"7,70","-1,40","2,94","19,30","922,00","0,00","0,00","1,70","77,96"
2019,5,23,"12,10","0,30","6,08","19,30","917,56","0,00","0,00","1,90","89,73"
2019,5,24,"12,60","3,80","7,78","20,90","911,24","0,00","0,00","1,80","83,98"
2019,5,25,"13,30","5,10","8,61","19,30","907,26","0,00","0,00","1,60","50,17"
2019,5,26,"11,50","7,30","9,39","27,40","910,73","0,00","0,00","1,30","31,29"
2019,5,27,"10,70","7,30","8,45","37,00","909,10","1,60","0,00","1,50","74,50"
2019,5,28,"8,10","1,70","5,84","27,40","913,58","5,20","0,49","1,50","64,35"
2019,5,29,"6,00","0,70","3,30","33,80","912,92","7,80","0,42","0,30","14,67"
2019,5,30,"5,30","2,00","3,10","37,00","911,75","9,20","2,18","1,30","40,40"
2019,5,31,"6,80","2,20","4,18","17,70","908,35","15,00","1,24","0,80","25,13"
2019,6,1,"9,90","4,10","7,50","27,40","909,95","13,60","0,95","0,70","28,31"
2019,6,2,"11,50","5,10","7,92","20,90","915,87","14,40","1,02","1,50","71,60"
2019,6,3,"10,10","6,20","7,89","16,10","914,22","0,40","7,06","1,20","36,40"
2019,6,4,"11,20","6,10","8,68","22,50","906,01","18,40","1,36","0,80","24,23"
2019,6,5,"9,40","4,90","7,24","35,40","905,42","16,00","1,29","1,00","37,96"
2019,6,6,"6,40","2,60","4,77","38,60","909,38","22,80","2,25","0,60","24,56"
2019,6,7,"8,90","4,70","6,50","51,50","916,34","15,40","1,09","0,80","21,23"
2019,6,8,"11,50","6,60","9,60","40,20","910,83","0,20","0,00","1,40","37,25"
2019,6,9,"10,80","5,00","8,26","33,80","907,01","6,00","0,30","0,70","26,58"
2019,6,10,"7,70","-0,60","4,89","24,10","915,37","1,20","34,29","1,50","70,25"
2019,6,11,"4,90","-1,40","1,57","12,90","911,43","0,00","0,00","1,10","49,23"
2019,6,12,"6,60","3,30","4,76","32,20","908,40","6,20","0,45","0,00","13,29"
2019,6,13,"6,60","2,60","4,48","30,60","912,29","4,00","0,23","0,90","33,83"
2019,6,14,"5,20","-0,30","2,30","20,90","919,93","0,00","0,00","1,00","43,50"
2019,6,15,"8,90","-1,80","3,60","29,00","927,34","0,00","0,00","0,90","28,33"
2019,6,16,"7,70","5,20","6,34","40,20","925,76","0,60","0,05","0,80","31,19"
2019,6,17,"8,70","5,30","6,87","41,80","917,49","3,00","0,23","0,90","44,94"
2019,6,18,"8,00","4,80","6,58","54,70","917,79","0,60","0,00","1,00","32,48"
2019,6,19,"9,10","3,00","6,37","33,80","917,75","0,00","0,00","1,60","60,35"
2019,6,20,"9,30","1,40","4,41","16,10","911,19","0,00","0,00","1,20","46,21"
2019,6,21,"10,80","6,90","8,69","29,00","913,52","2,20","0,12","1,20","57,48"
2019,6,22,"11,40","7,20","8,89","14,50","914,00","3,20","0,19","0,90","45,06"
2019,6,23,"8,70","5,20","7,53","27,40","909,39","17,80","1,48","0,80","31,63"
2019,6,24,"8,10","1,10","3,97","33,80","906,79","7,60","0,45","1,20","58,06"
2019,6,25,"5,90","1,90","4,12","48,30","911,54","2,40","0,12","0,90","33,46"
2019,6,26,"9,90","0,20","3,82","35,40","898,80","32,20","2,02","1,20","42,56"
2019,6,27,"7,30","2,70","4,32","33,80","898,34","7,80","0,54","0,90","35,48"
2019,6,28,"6,40","3,80","4,70","12,90","907,88","1,80","0,05","0,90","31,06"
2019,6,29,"7,10","2,60","4,46","22,50","912,20","0,60","0,00","1,20","59,69"
2019,6,30,"6,40","1,70","3,15","20,90","920,43","0,40","0,00","1,20","63,92"
2019,7,1,"6,60","1,30","3,50","56,30","915,04","1,40","0,00","1,40","48,42"
2019,7,2,"6,60","3,60","5,05","48,30","910,06","0,20","0,00","1,30","59,81"
2019,7,3,"7,60","3,60","5,47","30,60","912,07","1,80","0,02","0,70","27,29"
2019,7,4,"6,60","-0,30","3,49","17,70","920,98","0,00","0,00","1,30","71,96"
2019,7,5,"6,30","-1,30","1,59","8,00","925,28","0,00","0,00","1,30","68,25"
2019,7,6,"14,00","-0,20","5,18","33,80","919,83","0,00","0,00","1,40","58,44"
2019,7,7,"10,30","2,60","6,50","14,50","912,80","0,00","0,00","1,40","56,88"
2019,7,8,"10,70","1,90","6,16","19,30","912,27","2,40","0,11","1,20","37,71"
2019,7,9,"10,00","5,10","7,34","11,30","914,55","2,40","0,16","1,20","63,77"
2019,7,10,"7,30","2,90","5,23","16,10","913,03","5,40","0,38","0,60","27,60"
2019,7,11,"7,60","2,70","5,21","16,10","913,95","0,80","0,00","1,20","49,60"
2019,7,12,"8,90","2,90","5,32","19,30","914,41","0,00","0,00","1,40","73,81"
2019,7,13,"7,80","2,80","5,27","32,20","912,34","3,00","0,16","1,20","47,67"
2019,7,14,"7,00","1,80","5,09","45,10","913,97","13,60","0,85","1,60","51,79"
2019,7,15,"7,60","2,60","4,63","24,10","919,90","0,20","0,00","1,80","62,75"
2019,7,16,"11,60","2,40","6,32","29,00","912,31","0,00","0,00","1,30","50,69"
2019,7,17,"10,80","4,00","7,12","37,00","907,71","27,00","1,68","1,10","23,54"
2019,7,18,"7,10","3,80","5,62","32,20","918,78","0,00","0,00","1,30","65,71"
2019,7,19,"6,70","1,00","3,53","33,80","910,00","27,00","1,52","0,00","5,21"
2019,7,20,"1,80","0,10","0,40","6,40","899,04","20,00","0,93","0,00","0,96"
2019,7,21,"2,60","0,10","1,48","16,10","903,21","37,20","1,95","0,00","20,98"
2019,7,22,"4,60","0,50","2,37","20,90","920,50","20,80","0,87","1,80","76,81"
2019,7,23,"3,90","-0,70","0,99","19,30","926,24","3,40","0,14","1,70","87,02"
2019,7,24,"4,60","-1,20","0,91","19,30","925,99","1,20","0,02","2,20","74,48"
2019,7,25,"7,90","-1,90","2,90","40,20","921,30","0,00","0,00","1,80","81,38"
2019,7,26,"7,60","0,50","4,51","16,10","923,74","0,60","0,00","2,00","80,19"
2019,7,27,"8,40","-1,80","2,06","27,40","920,51","0,20","0,00","2,00","80,92"
2019,7,28,"7,10","0,70","4,01","22,50","911,59","3,00","0,19","1,00","38,81"
2019,7,29,"10,20","4,70","7,36","38,60","911,31","14,20","0,71","1,30","59,44"
2019,7,30,"8,10","4,70","6,01","38,60","909,57","37,20","2,47","0,00","7,06"
2019,7,31,"5,90","2,80","4,06","29,00","909,00","11,40","0,98","1,00","44,50"
2019,8,1,"7,00","4,10","5,55","40,20","920,27","0,20","0,00","1,90","100,73"
2019,8,2,"6,90","1,40","4,41","35,40","928,24","0,00","0,00","1,60","70,58"
2019,8,3,"9,90","1,30","4,50","24,10","923,12","0,00","0,00","2,20","96,96"
2019,8,4,"9,20","-1,10","3,52","17,70","915,03","0,00","0,00","2,40","107,21"
2019,8,5,"11,80","-0,60","4,82","33,80","908,21","6,40","0,65","2,70","95,58"
2019,8,6,"6,10","2,70","4,57","40,20","914,50","7,40","0,65","2,20","119,10"
2019,8,7,"7,70","2,70","4,69","32,20","924,25","0,00","0,00","2,00","119,79"
2019,8,8,"9,40","-2,70","2,13","16,10","926,89","0,00","0,00","2,20","111,50"
2019,8,9,"9,30","-1,60","3,79","29,00","921,80","0,00","0,00","2,40","113,29"
2019,8,10,"7,30","3,80","5,45","35,40","913,95","2,60","0,09","1,80","64,29"
2019,8,11,"5,20","2,90","3,98","19,30","912,68","7,40","0,58","1,50","56,46"
2019,8,12,"7,80","1,00","4,18","19,30","926,13","0,20","0,00","2,40","109,58"
2019,8,13,"5,70","-1,40","2,51","35,40","926,56","0,00","0,00","2,10","39,77"
2019,8,14,"8,80","2,30","4,88","22,50","916,03","0,00","0,00","2,30","88,67"
2019,8,15,"12,00","-0,30","4,60","20,90","914,34","0,00","0,00","2,40","119,35"
2019,8,16,"8,40","5,00","6,74","14,50","910,93","5,60","0,38","1,30","48,60"
2019,8,17,"6,60","3,70","5,17","16,10","913,94","12,40","0,74","1,00","26,44"
2019,8,18,"4,40","2,20","3,00","43,50","924,48","0,20","0,00","1,30","45,94"
2019,8,19,"5,20","1,30","3,47","33,80","921,66","0,00","0,00","1,60","50,56"
2019,8,20,"4,80","3,30","3,94","38,60","919,75","3,40","0,16","1,00","20,94"
2019,8,21,"9,60","2,80","5,57","22,50","918,27","2,20","0,15","2,20","69,44"
2019,8,22,"13,80","2,20","7,01","25,70","922,58","0,00","0,00","2,60","107,92"
2019,8,23,"13,80","4,10","7,76","20,90","914,88","0,00","0,00","3,10","90,65"
2019,8,24,"12,20","4,60","7,39","35,40","914,03","6,00","0,38","2,20","73,92"
2019,8,25,"8,70","3,70","5,82","17,70","914,22","2,40","0,20","1,90","66,94"
2019,8,26,"8,90","3,90","6,77","30,60","914,34","5,80","0,36","1,40","43,35"
2019,8,27,"9,70","1,70","5,26","16,10","911,69","16,40","1,03","1,80","40,35"
2019,8,28,"9,40","2,70","6,38","33,80","905,10","31,20","2,27","1,30","21,69"
2019,8,29,"7,40","4,40","5,89","53,10","913,45","0,00","0,00","3,00","102,56"
2019,8,30,"8,70","4,40","6,30","25,70","919,61","0,00","0,00","3,40","124,94"
2019,8,31,"10,40","3,60","6,31","25,70","921,99","0,00","0,00","3,80","148,98"
2019,9,1,"11,90","-2,10","3,56","29,00","920,58","0,00","0,00","4,20","153,21"
2019,9,2,"7,80","-0,80","3,60","37,00","923,54","0,00","0,00","4,10","154,10"
2019,9,3,"11,10","-3,70","3,77","35,40","921,22","0,00","0,00","4,60","155,46"
2019,9,4,"7,00","1,30","3,48","56,30","922,06","0,00","0,00","2,70","77,06"
2019,9,5,"4,30","1,20","2,96","41,80","918,29","0,20","0,00","1,80","56,13"
2019,9,6,"3,80","1,80","2,98","29,00","915,88","0,00","0,00","1,10","27,46"
2019,9,7,"7,30","1,70","4,27","17,70","916,29","0,80","0,02","2,90","75,60"
2019,9,8,"7,10","3,30","4,50","25,70","911,29","0,80","0,00","1,70","57,65"
2019,9,9,"9,90","3,50","6,08","29,00","915,28","0,00","0,00","3,00","90,06"
2019,9,10,"6,80","0,70","4,58","33,80","920,06","2,40","0,06","2,60","85,90"
2019,9,11,"10,90","-2,20","4,37","38,60","920,36","0,00","0,00","4,50","171,56"
2019,9,12,"11,90","5,20","7,80","20,90","918,14","0,00","0,00","4,30","108,88"
2019,9,13,"15,30","3,90","8,44","16,10","911,74","0,00","0,00","4,70","167,31"
2019,9,14,"9,80","5,30","7,39","32,20","906,23","1,80","0,03","2,20","53,94"
2019,9,15,"6,10","2,80","4,27","37,00","911,68","4,80","0,30","3,90","121,27"
2019,9,16,"12,30","2,80","6,70","32,20","923,28","0,20","0,00","5,70","178,67"
2019,9,17,"11,80","4,20","7,57","30,60","916,28","0,00","0,00","6,20","178,19"
2019,9,18,"7,80","0,70","5,28","53,10","907,10","6,00","0,47","2,30","47,17"
2019,9,19,"5,90","1,00","3,61","40,20","915,18","0,00","0,00","2,60","84,96"
2019,9,20,"7,50","3,70","5,47","53,10","919,40","0,00","0,00","4,60","165,60"
2019,9,21,"11,70","3,80","7,58","45,10","919,88","0,00","0,00","4,70","190,00"
2019,9,22,"17,30","-1,00","7,14","29,00","919,23","0,00","0,00","4,80","192,83"
2019,9,23,"19,60","3,10","10,16","20,90","919,41","0,00","0,00","5,20","189,35"
2019,9,24,"19,30","3,10","10,36","14,50","921,16","0,00","0,00","6,20","196,92"
2019,9,25,"21,30","4,10","11,29","16,10","918,80","0,00","0,00","4,40","194,69"
2019,9,26,"22,20","5,10","15,04","46,70","915,08","0,00","0,00","5,20","185,60"
2019,9,27,"18,30","9,20","12,52","30,60","909,84","0,00","0,00","4,20","106,83"
2019,9,28,"15,30","9,10","11,61","40,20","911,11","0,00","0,00","5,40","202,40"
2019,9,29,"10,10","2,40","7,73","30,60","906,00","11,80","1,03","4,50","97,77"
2019,9,30,"5,20","1,30","2,78","32,20","907,64","8,80","0,49","3,10","62,96"
2019,10,1,"7,30","1,10","3,83","29,00","915,16","4,00","0,22","4,90","226,46"
2019,10,2,"11,20","-1,80","4,16","25,70","921,38","0,20","0,00","4,70","190,60"
2019,10,3,"7,40","0,30","4,28","22,50","921,40","6,00","0,35","1,60","49,00"
2019,10,4,"9,40","4,40","6,42","33,80","922,35","0,20","0,00","5,20","216,85"
2019,10,5,"13,00","1,20","6,52","22,50","919,91","0,00","0,00","4,60","157,00"
2019,10,6,"10,80","6,40","8,20","33,80","912,09","2,20","0,04","2,60","70,06"
2019,10,7,"9,80","5,20","7,59","45,10","916,28","2,80","0,24","5,90","255,42"
2019,10,8,"14,70","2,90","8,68","32,20","917,95","0,00","0,00","5,90","222,29"
2019,10,9,"16,40","5,30","10,63","29,00","913,31","0,00","0,00","5,90","215,65"
2019,10,10,"17,90","8,10","12,91","38,60","905,40","0,00","0,00","5,30","188,48"
2019,10,11,"16,80","8,20","12,72","30,60","905,58","0,00","0,00","6,20","237,48"
2019,10,12,"12,40","6,70","10,28","43,50","910,48","0,00","0,00","5,70","208,40"
2019,10,13,"15,40","-0,80","8,28","46,70","919,02","0,00","0,00","5,90","248,50"
2019,10,14,"10,70","5,00","7,72","67,60","921,94","0,00","0,00","4,70","131,10"
2019,10,15,"8,00","1,20","5,20","40,20","920,17","2,00","0,11","4,60","106,83"
2019,10,16,"16,60","7,10","10,76","27,40","914,44","0,00","0,00","6,30","219,19"
2019,10,17,"13,60","6,70","9,89","25,70","917,37","0,00","0,00","6,20","237,50"
2019,10,18,"21,70","0,60","10,43","24,10","918,76","0,00","0,00","6,50","256,06"
2019,10,19,"24,80","4,60","14,36","33,80","911,95","0,00","0,00","6,30","248,21"
2019,10,20,"16,00","5,20","10,54","38,60","913,65","1,60","0,09","3,30","55,56"
2019,10,21,"10,60","3,80","7,13","38,60","919,66","0,20","0,03","6,20","227,33"
2019,10,22,"15,60","0,40","8,66","16,10","917,90","0,00","0,00","6,80","267,13"
2019,10,23,"21,30","1,50","11,29","27,40","913,52","0,00","0,00","6,90","268,58"
2019,10,24,"17,60","7,60","11,70","29,00","911,56","0,00","0,00","6,90","206,67"
2019,10,25,"15,80","9,40","12,38","19,30","911,04","0,00","0,00","4,80","132,25"
2019,10,26,"12,50","6,40","9,53","35,40","906,21","16,60","1,30","4,10","101,10"
2019,10,27,"12,70","5,20","8,66","32,20","908,64","0,00","0,00","5,40","200,96"
2019,10,28,"10,90","4,20","7,28","29,00","905,75","9,40","0,57","3,50","73,10"
2019,10,29,"7,30","4,10","5,41","30,60","909,19","14,60","1,38","3,90","69,73"
2019,10,30,"15,30","2,60","8,07","16,10","915,33","0,00","0,00","7,80","287,58"
2019,10,31,"16,10","3,00","9,31","30,60","909,59","0,00","0,00","8,40","268,73"
2019,11,1,"12,40","6,20","9,03","33,80","910,55","11,20","1,20","5,30","88,19"
2019,11,2,"17,60","3,60","10,12","32,20","917,28","0,00","0,00","8,20","292,58"
2019,11,3,"15,40","5,20","9,97","46,70","905,86","0,00","0,00","9,30","229,25"
2019,11,4,"10,30","7,30","8,84","41,80","908,98","0,00","0,00","6,80","180,81"
2019,11,5,"18,20","4,30","10,99","38,60","914,85","0,00","0,00","8,60","297,58"
2019,11,6,"15,50","7,60","11,48","38,60","912,01","0,00","0,00","8,50","246,44"
2019,11,7,"20,60","5,80","12,44","20,90","913,62","0,00","0,00","8,70","283,04"
2019,11,8,"22,50","5,00","13,19","22,50","911,44","0,00","0,00","8,40","300,02"
2019,11,9,"22,60","6,10","14,40","19,30","913,63","0,00","0,00","8,60","287,46"
2019,11,10,"26,70","11,40","18,88","27,40","911,89","0,00","0,00","9,80","299,27"
2019,11,11,"23,70","11,60","17,10","20,90","908,88","0,00","0,00","9,40","233,42"
2019,11,12,"23,90","8,80","15,83","29,00","909,27","0,00","0,00","9,90","309,90"
2019,11,13,"19,20","10,80","15,19","37,00","912,41","0,00","0,00","10,10","303,77"
2019,11,14,"19,20","7,80","13,64","27,40","913,02","0,00","0,00","6,60","160,27"
2019,11,15,"17,00","10,20","14,47","29,00","907,46","8,80","0,87","5,80","99,83"
2019,11,16,"16,70","8,80","13,09","40,20","908,03","0,00","0,00","8,50","292,00"
2019,11,17,"14,40","10,20","12,31","45,10","908,40","0,00","0,00","4,10","93,44"
2019,11,18,"19,80","9,00","13,89","41,80","914,46","0,00","0,00","8,50","287,10"
2019,11,19,"21,60","7,50","13,28","37,00","909,20","0,80","0,03","9,00","246,27"
2019,11,20,"20,40","8,40","13,81","35,40","911,80","0,00","0,00","9,40","319,90"
2019,11,21,"22,40","7,20","14,07","19,30","912,37","0,00","0,00","9,60","313,69"
2019,11,22,"27,90","5,20","16,42","27,40","911,76","0,00","0,00","10,00","299,25"
2019,11,23,"20,40","10,80","14,91","27,40","907,18","0,00","0,00","6,70","128,48"
2019,11,24,"15,90","10,30","12,71","38,60","906,23","0,00","0,00","2,70","85,23"
2019,11,25,"10,30","5,70","7,86","40,20","909,95","0,40","0,00","4,60","126,08"
2019,11,26,"10,10","5,90","7,71","48,30","914,20","0,40","0,00","7,20","203,13"
2019,11,27,"12,10","7,00","9,45","41,80","913,78","0,20","0,00","7,50","197,65"
2019,11,28,"14,50","7,80","10,81","40,20","908,32","0,00","0,00","8,70","258,00"
2019,11,29,"12,10","6,40","9,34","46,70","907,10","8,60","0,79","6,70","175,60"
2019,11,30,"16,40","7,90","11,31","30,60","914,11","0,00","0,00","9,70","299,56"
2019,12,1,"25,50","3,50","14,80","24,10","915,23","0,00","0,00","9,30","339,08"
2019,12,2,"18,60","10,80","14,83","38,60","912,16","0,00","0,00","9,90","331,54"
2019,12,3,"17,80","7,30","13,13","35,40","913,10","0,00","0,00","8,70","339,19"
2019,12,4,"23,10","4,10","13,43","27,40","916,38","0,00","0,00","9,50","332,92"
2019,12,5,"21,70","11,80","16,08","35,40","912,35","0,00","0,00","9,60","334,88"
2019,12,6,"25,60","9,50","16,14","25,70","912,51","0,00","0,00","8,90","341,73"
2019,12,7,"25,10","9,30","16,49","27,40","910,13","0,00","0,00","9,00","341,04"
2019,12,8,"25,80","9,50","17,08","25,70","909,80","0,00","0,00","9,50","342,46"
2019,12,9,"22,30","9,60","16,57","40,20","908,84","0,00","0,00","9,00","308,63"
2019,12,10,"22,40","12,10","16,72","30,60","909,39","0,00","0,00","8,30","261,92"
2019,12,11,"14,80","10,20","12,79","46,70","909,46","0,20","0,00","9,30","272,31"
2019,12,12,"20,10","6,30","12,67","40,20","914,01","0,00","0,00","8,30","295,71"
2019,12,13,"17,00","12,30","14,45","43,50","907,90","0,00","0,00","4,50","141,38"
2019,12,14,"16,80","11,40","14,08","48,30","911,59","0,00","0,00","9,30","339,10"
2019,12,15,"17,00","9,90","13,84","32,20","915,00","0,00","0,00","9,20","310,10"
2019,12,16,"19,40","8,70","14,43","30,60","912,63","0,00","0,00","9,30","346,08"
2019,12,17,"21,20","9,10","15,22","33,80","908,60","0,00","0,00","9,90","326,69"
2019,12,18,"17,70","15,00","16,15","41,80","903,71","0,80","0,04","8,70","157,25"
2019,12,19,"16,00","9,90","13,41","30,60","909,58","0,00","0,00","6,10","207,96"
2019,12,20,"21,40","7,30","13,76","24,10","915,16","0,00","0,00","9,50","342,44"
2019,12,21,"24,30","7,50","15,73","27,40","912,03","0,00","0,00","9,60","343,71"
2019,12,22,"25,20","8,70","17,11","45,10","910,30","0,00","0,00","10,30","323,92"
2019,12,23,"19,10","11,20","16,48","41,80","905,08","6,60","0,51","5,60","143,02"
2019,12,24,"13,50","9,40","11,45","41,80","907,17","5,80","0,44","9,30","287,04"
2019,12,25,"19,60","6,90","12,79","35,40","911,86","0,00","0,00","9,30","347,69"
2019,12,26,"20,30","10,20","14,92","35,40","908,41","0,00","0,00","9,90","316,69"
2019,12,27,"21,10","10,60","14,89","32,20","908,46","0,00","0,00","10,00","214,23"
2019,12,28,"26,10","13,10","18,56","30,60","909,50","0,00","0,00","10,10","348,73"
2019,12,29,"27,40","10,10","18,44","33,80","907,48","0,00","0,00","11,50","344,50"
2019,12,30,"24,30","13,90","18,95","29,00","910,24","0,00","0,00","10,50","346,31"
2019,12,31,"29,40","8,80","19,34","20,90","910,71","0,00","0,00","10,80","340,15"
2020,1,1,"29,30","14,30","21,00","30,60","907,94","1,80","0,00","9,00","179,68"
2020,1,2,"30,90","14,00","20,93","22,50","909,44","0,00","0,00","10,40","336,08"
2020,1,3,"27,30","13,80","20,25","38,60","911,45","0,00","0,00","11,70","341,40"
2020,1,4,"25,50","14,30","19,31","33,80","910,51","0,00","0,00","11,10","347,88"
2020,1,5,"16,20","10,30","12,30","38,60","907,58","0,00","0,00","7,90","185,40"
2020,1,6,"12,60","9,70","11,13","48,30","911,09","0,00","0,00","5,50","149,52"
2020,1,7,"16,20","11,10","13,41","53,10","904,73","0,00","0,00","5,70","138,83"
2020,1,8,"13,50","8,10","10,40","54,70","901,90","24,95","0,94","5,10","99,87"
2020,1,9,"12,90","8,20","10,10","54,70","957,12","0,00","0,00","3,80","77,25"
2020,1,10,"18,80","10,20","14,09","33,80","1.016,59","0,20","0,00","9,40","329,96"
2020,1,11,"25,90","8,10","16,09","20,90","1.014,82","0,00","0,00","9,30","323,44"
2020,1,12,"29,10","10,00","19,13","24,10","1.012,39","0,00","0,00","8,90","289,98"
2020,1,13,"26,20","15,00","20,09","45,10","1.009,40","0,00","0,00","9,00","319,63"
2020,1,14,"18,40","12,10","15,47","49,90","1.009,78","0,00","0,00","10,60","322,85"
2020,1,15,"14,30","9,00","11,48","43,50","1.017,73","0,00","0,00","9,00","324,08"
2020,1,16,"26,10","3,50","13,69","20,90","1.021,68","0,00","0,00","8,50","305,98"
2020,1,17,"27,30","6,50","17,33","14,50","1.014,73","0,00","0,00","8,70","307,46"
2020,1,18,"30,80","11,20","20,29","19,30","1.011,29","0,00","0,00","9,50","314,71"
2020,1,19,"30,30","13,10","20,81","27,40","1.009,63","0,00","0,00","9,90","324,42"
2020,1,20,"30,10","9,60","19,08","27,40","1.012,51","0,00","0,00","9,20","316,81"
2020,1,21,"29,90","11,80","20,92","22,50","1.013,08","0,00","0,00","9,40","314,73"
2020,1,22,"33,90","13,60","22,47","17,70","1.010,93","0,00","0,00","9,20","308,00"
2020,1,23,"25,10","14,80","20,27","37,00","1.011,80","0,00","0,00","8,80","311,08"
2020,1,24,"23,90","13,40","18,66","35,40","1.015,20","0,00","0,00","9,40","298,98"
2020,1,25,"22,90","16,70","19,14","32,20","1.015,65","0,00","0,00","8,30","219,88"
2020,1,26,"24,20","16,70","19,92","30,60","1.015,95","0,00","0,00","9,10","295,96"
2020,1,27,"25,30","10,20","17,54","30,60","1.015,13","0,00","0,00","10,00","295,77"
2020,1,28,"18,80","11,70","16,21","41,80","1.010,25","0,00","0,00","8,40","282,75"
2020,1,29,"22,80","7,70","14,56","27,40","1.016,80","0,00","0,00","7,30","299,48"
2020,1,30,"23,70","10,50","16,84","27,40","1.015,56","0,00","0,00","8,70","300,96"
2020,1,31,"22,90","17,00","19,50","30,60","1.013,41","0,00","0,00","8,40","288,63"
2020,2,1,"20,50","13,20","16,69","46,70","1.010,47","0,00","0,00","5,30","140,08"
2020,2,2,"23,60","7,80","15,39","29,00","1.013,09","0,00","0,00","8,70","306,23"
2020,2,3,"16,90","10,20","13,63","54,70","1.010,22","4,60","0,39","7,00","182,23"
2020,2,4,"14,60","8,20","11,00","46,70","1.014,31","5,20","0,51","5,80","134,67"
2020,2,5,"18,90","4,30","11,61","22,50","1.015,51","0,00","0,00","8,10","262,88"
2020,2,6,"20,60","7,10","14,44","25,70","1.016,47","0,00","0,00","6,30","218,77"
2020,2,7,"24,80","5,60","14,49","16,10","1.019,75","0,00","0,00","9,00","297,38"
2020,2,8,"27,20","6,60","17,48","32,20","1.018,78","0,00","0,00","8,90","269,10"
2020,2,9,"26,00","18,70","21,34","30,60","1.016,67","0,00","0,00","9,50","222,77"
2020,2,10,"29,90","13,10","21,00","27,40","1.014,31","0,00","0,00","9,50","277,88"
2020,2,11,"28,80","14,90","21,80","25,70","1.010,06","1,00","1,20","8,80","244,65"
2020,2,12,"19,20","13,30","15,96","37,00","1.010,87","0,00","0,00","8,60","261,04"
2020,2,13,"18,50","6,90","13,20","37,00","1.016,31","0,00","0,00","7,40","286,75"
2020,2,14,"15,90","10,20","13,17","40,20","1.013,85","0,00","0,00","7,10","148,48"
2020,2,15,"18,20","13,50","15,71","46,70","1.009,67","0,00","0,00","8,90","224,71"
2020,2,16,"17,20","14,30","15,51","37,00","1.007,19","0,00","0,00","8,30","193,52"
2020,2,17,"15,30","11,00","13,57","33,80","1.012,73","0,00","0,00","6,00","185,67"
2020,2,18,"22,60","8,80","15,03","30,60","1.015,39","0,00","0,00","7,50","261,52"
2020,2,19,"22,30","10,80","16,46","25,70","1.015,23","0,00","0,00","7,40","276,44"
2020,2,20,"24,20","6,10","15,92","38,60","1.020,53","0,00","0,00","7,70","270,83"
2020,2,21,"23,50","12,50","17,97","54,70","1.021,83","0,00","0,00","7,60","260,15"
2020,2,22,"25,50","10,30","18,31","27,40","1.017,21","0,00","0,00","7,50","260,85"
2020,2,23,"24,10","10,10","16,27","40,20","1.011,03","0,80","0,04","7,40","243,56"
2020,2,24,"14,20","10,20","12,01","40,20","1.014,66","0,80","0,13","4,00","111,77"
2020,2,25,"21,30","11,10","15,35","27,40","1.018,18","0,00","0,00","7,90","251,90"
2020,2,26,"24,30","9,70","16,25","27,40","1.016,88","0,00","0,00","7,30","248,71"
